id,roleta,contagens,estrategia,criadoem,hora,data
899,Mega Fire Blaze Roulette Live,6,Preto,1672173365698,20:36:05,2022-12-27
900,Mega Fire Blaze Roulette Live,8,Ausencia Coluna 1,1672173365699,20:36:05,2022-12-27
901,Mega Fire Blaze Roulette Live,7,Ausencia Duzia 3,1672173365701,20:36:05,2022-12-27
902,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 2,1672173365703,20:36:05,2022-12-27
903,Mega Fire Blaze Roulette Live,7,Ausencia Duzia 1,1672173365705,20:36:05,2022-12-27
904,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 3,1672173365706,20:36:05,2022-12-27
905,Mega Fire Blaze Roulette Live,6,Impar,1672173365707,20:36:05,2022-12-27
906,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 2,1672173365694,20:36:05,2022-12-27
907,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 2,1672173365709,20:36:05,2022-12-27
908,Mega Fire Blaze Roulette Live,8,Ausencia Coluna 2,1672173365710,20:36:05,2022-12-27
909,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 1,1672173365711,20:36:05,2022-12-27
910,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 3,1672173365712,20:36:05,2022-12-27
911,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 2,1672173365712,20:36:05,2022-12-27
912,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 1,1672173365713,20:36:05,2022-12-27
913,Mega Fire Blaze Roulette Live,9,Ausencia Coluna 2,1672173365716,20:36:05,2022-12-27
914,Mega Fire Blaze Roulette Live,7,Ausencia Duzia 3,1672173365715,20:36:05,2022-12-27
915,Mega Fire Blaze Roulette Live,8,Ausencia Coluna 1,1672173365717,20:36:05,2022-12-27
916,Mega Fire Blaze Roulette Live,6,Preto,1672173365718,20:36:05,2022-12-27
917,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 1,1672173365708,20:36:05,2022-12-27
918,Quantum Roulette Live,6,Ausencia Coluna 3,1672173365743,20:36:05,2022-12-27
919,Quantum Roulette Live,6,Ausencia Duzia 2,1672173365748,20:36:05,2022-12-27
920,Quantum Roulette Live,6,Ausencia Coluna 1,1672173365750,20:36:05,2022-12-27
921,Quantum Roulette Live,6,Ausencia Duzia 1,1672173365751,20:36:05,2022-12-27
922,Quantum Roulette Live,6,Ausencia Coluna 2,1672173365752,20:36:05,2022-12-27
923,Quantum Roulette Live,7,Ausencia Coluna 1,1672173365754,20:36:05,2022-12-27
924,Quantum Roulette Live,6,Ausencia Coluna 2,1672173365756,20:36:05,2022-12-27
925,Quantum Roulette Live,6,Ausencia Duzia 1,1672173365758,20:36:05,2022-12-27
926,Quantum Roulette Live,6,Ausencia Coluna 3,1672173365759,20:36:05,2022-12-27
927,Quantum Roulette Live,6,Ausencia Duzia 3,1672173365757,20:36:05,2022-12-27
928,Quantum Roulette Live,6,Preto,1672173365760,20:36:05,2022-12-27
929,Quantum Roulette Live,8,Ausencia Coluna 1,1672173365761,20:36:05,2022-12-27
930,Quantum Roulette Live,6,Ausencia Coluna 1,1672173365759,20:36:05,2022-12-27
931,Quantum Roulette Live,7,Ausencia Duzia 3,1672173365762,20:36:05,2022-12-27
932,Quantum Roulette Live,7,Ausencia Coluna 2,1672173365763,20:36:05,2022-12-27
933,Quantum Roulette Live,7,Ausencia Duzia 1,1672173365766,20:36:05,2022-12-27
934,Quantum Roulette Live,6,Ausencia Duzia 3,1672173365776,20:36:05,2022-12-27
935,Quantum Roulette Live,6,Impar,1672173365777,20:36:05,2022-12-27
936,Quantum Roulette Live,6,Ausencia Coluna 1,1672173365778,20:36:05,2022-12-27
937,Quantum Roulette Live,6,Ausencia Coluna 2,1672173365779,20:36:05,2022-12-27
938,Quantum Roulette Live,8,Ausencia Coluna 2,1672173365780,20:36:05,2022-12-27
939,Quantum Roulette Live,7,Ausencia Coluna 1,1672173365781,20:36:05,2022-12-27
940,Quantum Roulette Live,7,Ausencia Coluna 3,1672173365782,20:36:05,2022-12-27
941,Quantum Roulette Live,6,Ausencia Coluna 2,1672173365783,20:36:05,2022-12-27
942,Quantum Roulette Live,7,Ausencia Coluna 1,1672173365784,20:36:05,2022-12-27
943,Quantum Roulette Live,7,Ausencia Duzia 3,1672173365786,20:36:05,2022-12-27
944,Quantum Roulette Live,9,Ausencia Coluna 2,1672173365787,20:36:05,2022-12-27
945,Quantum Roulette Live,8,Ausencia Coluna 1,1672173365789,20:36:05,2022-12-27
946,Quantum Roulette Live,6,Preto,1672173365790,20:36:05,2022-12-27
947,Roulette,6,Ausencia Coluna 3,1672173365809,20:36:05,2022-12-27
948,Roulette,6,Ausencia Duzia 2,1672173365812,20:36:05,2022-12-27
949,Roulette,6,Ausencia Coluna 1,1672173365813,20:36:05,2022-12-27
950,Roulette,6,Ausencia Duzia 1,1672173365813,20:36:05,2022-12-27
951,Roulette,6,Ausencia Coluna 2,1672173365814,20:36:05,2022-12-27
952,Roulette,7,Ausencia Coluna 1,1672173365815,20:36:05,2022-12-27
953,Roulette,6,Ausencia Coluna 2,1672173365816,20:36:05,2022-12-27
954,Roulette,6,Ausencia Duzia 3,1672173365817,20:36:05,2022-12-27
955,Roulette,6,Ausencia Duzia 1,1672173365817,20:36:05,2022-12-27
956,Roulette,6,Ausencia Coluna 1,1672173365818,20:36:05,2022-12-27
957,Roulette,6,Ausencia Coluna 3,1672173365818,20:36:05,2022-12-27
958,Roulette,6,Preto,1672173365819,20:36:05,2022-12-27
959,Roulette,8,Ausencia Coluna 1,1672173365820,20:36:05,2022-12-27
960,Roulette,7,Ausencia Duzia 3,1672173365820,20:36:05,2022-12-27
961,Roulette,7,Ausencia Coluna 2,1672173365821,20:36:05,2022-12-27
962,Roulette,7,Ausencia Duzia 1,1672173365821,20:36:05,2022-12-27
963,Roulette,6,Ausencia Duzia 3,1672173365822,20:36:05,2022-12-27
964,Roulette,6,Impar,1672173365823,20:36:05,2022-12-27
965,Roulette,6,Ausencia Coluna 1,1672173365824,20:36:05,2022-12-27
966,Roulette,6,Ausencia Coluna 2,1672173365824,20:36:05,2022-12-27
967,Roulette,8,Ausencia Coluna 2,1672173365825,20:36:05,2022-12-27
968,Roulette,7,Ausencia Coluna 3,1672173365826,20:36:05,2022-12-27
969,Roulette,6,Ausencia Coluna 2,1672173365827,20:36:05,2022-12-27
970,Roulette,7,Ausencia Coluna 1,1672173365828,20:36:05,2022-12-27
971,Roulette,7,Ausencia Coluna 1,1672173365825,20:36:05,2022-12-27
972,Roulette,7,Ausencia Duzia 3,1672173365830,20:36:05,2022-12-27
973,Roulette,9,Ausencia Coluna 2,1672173365836,20:36:05,2022-12-27
974,Roulette,8,Ausencia Coluna 1,1672173365838,20:36:05,2022-12-27
975,Roulette,6,Preto,1672173365839,20:36:05,2022-12-27
976,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 3,1672173365881,20:36:05,2022-12-27
977,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 2,1672173365887,20:36:05,2022-12-27
978,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 1,1672173365890,20:36:05,2022-12-27
979,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173365891,20:36:05,2022-12-27
980,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 1,1672173365889,20:36:05,2022-12-27
981,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 1,1672173365891,20:36:05,2022-12-27
982,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173365892,20:36:05,2022-12-27
983,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 1,1672173365894,20:36:05,2022-12-27
984,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 1,1672173365895,20:36:05,2022-12-27
985,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 3,1672173365895,20:36:05,2022-12-27
986,Age Of The Gods Bonus Roulette,6,Preto,1672173365896,20:36:05,2022-12-27
987,Age Of The Gods Bonus Roulette,8,Ausencia Coluna 1,1672173365899,20:36:05,2022-12-27
988,Age Of The Gods Bonus Roulette,7,Ausencia Duzia 3,1672173365902,20:36:05,2022-12-27
989,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 3,1672173365893,20:36:05,2022-12-27
990,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 2,1672173365903,20:36:05,2022-12-27
991,Age Of The Gods Bonus Roulette,7,Ausencia Duzia 1,1672173365904,20:36:05,2022-12-27
992,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 3,1672173365905,20:36:05,2022-12-27
993,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 1,1672173365908,20:36:05,2022-12-27
994,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173365909,20:36:05,2022-12-27
995,Age Of The Gods Bonus Roulette,8,Ausencia Coluna 2,1672173365910,20:36:05,2022-12-27
996,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 1,1672173365914,20:36:05,2022-12-27
997,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 3,1672173365916,20:36:05,2022-12-27
998,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173365918,20:36:05,2022-12-27
999,Age Of The Gods Bonus Roulette,7,Ausencia Duzia 3,1672173365921,20:36:05,2022-12-27
1000,Age Of The Gods Bonus Roulette,6,Impar,1672173365906,20:36:05,2022-12-27
1001,Age Of The Gods Bonus Roulette,9,Ausencia Coluna 2,1672173365922,20:36:05,2022-12-27
1002,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 1,1672173365920,20:36:05,2022-12-27
1003,Age Of The Gods Bonus Roulette,8,Ausencia Coluna 1,1672173365923,20:36:05,2022-12-27
1004,Age Of The Gods Bonus Roulette,6,Preto,1672173365924,20:36:05,2022-12-27
1005,Football Roulette,6,Ausencia Coluna 3,1672173365956,20:36:05,2022-12-27
1006,Football Roulette,6,Ausencia Duzia 2,1672173365963,20:36:05,2022-12-27
1007,Football Roulette,6,Ausencia Coluna 1,1672173365966,20:36:05,2022-12-27
1008,Football Roulette,6,Ausencia Coluna 2,1672173365969,20:36:05,2022-12-27
1009,Football Roulette,7,Ausencia Coluna 1,1672173365971,20:36:05,2022-12-27
1010,Football Roulette,6,Ausencia Duzia 1,1672173365968,20:36:05,2022-12-27
1011,Football Roulette,6,Ausencia Duzia 3,1672173365972,20:36:05,2022-12-27
1012,Football Roulette,6,Ausencia Duzia 1,1672173365973,20:36:05,2022-12-27
1013,Football Roulette,6,Ausencia Coluna 1,1672173365973,20:36:05,2022-12-27
1014,Football Roulette,6,Ausencia Coluna 3,1672173365975,20:36:05,2022-12-27
1015,Football Roulette,6,Preto,1672173365976,20:36:05,2022-12-27
1016,Football Roulette,8,Ausencia Coluna 1,1672173365978,20:36:05,2022-12-27
1017,Football Roulette,7,Ausencia Duzia 3,1672173365979,20:36:05,2022-12-27
1018,Football Roulette,7,Ausencia Coluna 2,1672173365979,20:36:05,2022-12-27
1019,Football Roulette,6,Ausencia Duzia 3,1672173365984,20:36:05,2022-12-27
1020,Football Roulette,6,Impar,1672173365985,20:36:05,2022-12-27
1021,Football Roulette,6,Ausencia Coluna 1,1672173365987,20:36:05,2022-12-27
1022,Football Roulette,6,Ausencia Coluna 2,1672173365971,20:36:05,2022-12-27
1023,Football Roulette,7,Ausencia Duzia 1,1672173365980,20:36:05,2022-12-27
1024,Football Roulette,6,Ausencia Coluna 2,1672173365988,20:36:05,2022-12-27
1025,Football Roulette,8,Ausencia Coluna 2,1672173365989,20:36:05,2022-12-27
1026,Football Roulette,7,Ausencia Coluna 1,1672173365990,20:36:05,2022-12-27
1027,Football Roulette,7,Ausencia Coluna 3,1672173365992,20:36:05,2022-12-27
1028,Football Roulette,6,Ausencia Coluna 2,1672173365993,20:36:05,2022-12-27
1029,Football Roulette,7,Ausencia Coluna 1,1672173365994,20:36:05,2022-12-27
1030,Football Roulette,7,Ausencia Duzia 3,1672173365995,20:36:05,2022-12-27
1031,Football Roulette,9,Ausencia Coluna 2,1672173365996,20:36:05,2022-12-27
1032,Football Roulette,6,Preto,1672173365999,20:36:05,2022-12-27
1033,Hindi Roulette,6,Ausencia Coluna 3,1672173366035,20:36:06,2022-12-27
1034,Hindi Roulette,6,Ausencia Duzia 2,1672173366041,20:36:06,2022-12-27
1035,Football Roulette,8,Ausencia Coluna 1,1672173365997,20:36:05,2022-12-27
1036,Hindi Roulette,6,Ausencia Coluna 1,1672173366042,20:36:06,2022-12-27
1037,Hindi Roulette,6,Ausencia Duzia 1,1672173366043,20:36:06,2022-12-27
1038,Hindi Roulette,6,Ausencia Coluna 2,1672173366044,20:36:06,2022-12-27
1039,Hindi Roulette,7,Ausencia Coluna 1,1672173366044,20:36:06,2022-12-27
1040,Hindi Roulette,6,Ausencia Coluna 2,1672173366045,20:36:06,2022-12-27
1041,Hindi Roulette,6,Ausencia Duzia 3,1672173366046,20:36:06,2022-12-27
1042,Hindi Roulette,6,Ausencia Duzia 1,1672173366047,20:36:06,2022-12-27
1043,Hindi Roulette,6,Ausencia Coluna 1,1672173366049,20:36:06,2022-12-27
1044,Hindi Roulette,6,Ausencia Coluna 3,1672173366050,20:36:06,2022-12-27
1045,Hindi Roulette,6,Preto,1672173366052,20:36:06,2022-12-27
1046,Hindi Roulette,8,Ausencia Coluna 1,1672173366054,20:36:06,2022-12-27
1047,Hindi Roulette,7,Ausencia Duzia 3,1672173366055,20:36:06,2022-12-27
1048,Hindi Roulette,7,Ausencia Coluna 2,1672173366056,20:36:06,2022-12-27
1049,Hindi Roulette,7,Ausencia Duzia 1,1672173366056,20:36:06,2022-12-27
1050,Hindi Roulette,6,Ausencia Duzia 3,1672173366057,20:36:06,2022-12-27
1051,Hindi Roulette,6,Impar,1672173366058,20:36:06,2022-12-27
1052,Hindi Roulette,6,Ausencia Coluna 1,1672173366060,20:36:06,2022-12-27
1053,Hindi Roulette,6,Ausencia Coluna 2,1672173366060,20:36:06,2022-12-27
1054,Hindi Roulette,8,Ausencia Coluna 2,1672173366061,20:36:06,2022-12-27
1055,Hindi Roulette,7,Ausencia Coluna 1,1672173366062,20:36:06,2022-12-27
1056,Hindi Roulette,7,Ausencia Coluna 3,1672173366062,20:36:06,2022-12-27
1057,Hindi Roulette,6,Ausencia Coluna 2,1672173366063,20:36:06,2022-12-27
1058,Hindi Roulette,7,Ausencia Coluna 1,1672173366063,20:36:06,2022-12-27
1059,Hindi Roulette,7,Ausencia Duzia 3,1672173366064,20:36:06,2022-12-27
1060,Hindi Roulette,9,Ausencia Coluna 2,1672173366066,20:36:06,2022-12-27
1061,Hindi Roulette,8,Ausencia Coluna 1,1672173366068,20:36:06,2022-12-27
1062,Hindi Roulette,6,Preto,1672173366072,20:36:06,2022-12-27
1063,Ruleta Latinoamérica bet365,6,Ausencia Coluna 3,1672173530453,20:38:50,2022-12-27
1064,Ruleta Latinoamérica bet365,6,Ausencia Duzia 2,1672173530469,20:38:50,2022-12-27
1065,Ruleta Latinoamérica bet365,6,Ausencia Coluna 1,1672173530471,20:38:50,2022-12-27
1066,Ruleta Latinoamérica bet365,6,Ausencia Duzia 1,1672173530473,20:38:50,2022-12-27
1067,Ruleta Latinoamérica bet365,6,Ausencia Coluna 2,1672173530475,20:38:50,2022-12-27
1068,Ruleta Latinoamérica bet365,7,Ausencia Coluna 1,1672173530477,20:38:50,2022-12-27
1069,Ruleta Latinoamérica bet365,6,Ausencia Coluna 2,1672173530478,20:38:50,2022-12-27
1070,Ruleta Latinoamérica bet365,6,Ausencia Duzia 3,1672173530479,20:38:50,2022-12-27
1071,Ruleta Latinoamérica bet365,6,Ausencia Duzia 1,1672173530480,20:38:50,2022-12-27
1072,Ruleta Latinoamérica bet365,6,Ausencia Coluna 3,1672173530483,20:38:50,2022-12-27
1073,Ruleta Latinoamérica bet365,6,Ausencia Coluna 1,1672173530481,20:38:50,2022-12-27
1074,Ruleta Latinoamérica bet365,6,Preto,1672173530483,20:38:50,2022-12-27
1075,Ruleta Latinoamérica bet365,8,Ausencia Coluna 1,1672173530484,20:38:50,2022-12-27
1076,Ruleta Latinoamérica bet365,7,Ausencia Duzia 3,1672173530485,20:38:50,2022-12-27
1077,Ruleta Latinoamérica bet365,7,Ausencia Coluna 2,1672173530486,20:38:50,2022-12-27
1078,Ruleta Latinoamérica bet365,7,Ausencia Duzia 1,1672173530487,20:38:50,2022-12-27
1079,Ruleta Latinoamérica bet365,6,Ausencia Duzia 3,1672173530488,20:38:50,2022-12-27
1080,Ruleta Latinoamérica bet365,6,Impar,1672173530489,20:38:50,2022-12-27
1081,Ruleta Latinoamérica bet365,6,Ausencia Coluna 1,1672173530491,20:38:50,2022-12-27
1082,Ruleta Latinoamérica bet365,6,Ausencia Coluna 2,1672173530493,20:38:50,2022-12-27
1083,Ruleta Latinoamérica bet365,8,Ausencia Coluna 2,1672173530494,20:38:50,2022-12-27
1084,Ruleta Latinoamérica bet365,7,Ausencia Coluna 1,1672173530495,20:38:50,2022-12-27
1085,Ruleta Latinoamérica bet365,7,Ausencia Coluna 3,1672173530496,20:38:50,2022-12-27
1086,Ruleta Latinoamérica bet365,6,Ausencia Coluna 2,1672173530497,20:38:50,2022-12-27
1087,Ruleta Latinoamérica bet365,7,Ausencia Coluna 1,1672173530498,20:38:50,2022-12-27
1088,Ruleta Latinoamérica bet365,7,Ausencia Duzia 3,1672173530499,20:38:50,2022-12-27
1089,Ruleta Latinoamérica bet365,9,Ausencia Coluna 2,1672173530499,20:38:50,2022-12-27
1090,Ruleta Latinoamérica bet365,8,Ausencia Coluna 1,1672173530500,20:38:50,2022-12-27
1091,Ruleta Latinoamérica bet365,6,Preto,1672173530501,20:38:50,2022-12-27
1092,Ruleta Latinoamérica bet365,7,Ausencia Coluna 2,1672173530502,20:38:50,2022-12-27
1093,Ruleta Latinoamérica bet365,8,Ausencia Coluna 1,1672173530503,20:38:50,2022-12-27
1094,Ruleta Latinoamérica bet365,6,Ausencia Duzia 3,1672173530504,20:38:50,2022-12-27
1095,Ruleta Latinoamérica bet365,8,Ausencia Duzia 3,1672173530506,20:38:50,2022-12-27
1096,Ruleta Latinoamérica bet365,10,Ausencia Coluna 2,1672173530507,20:38:50,2022-12-27
1097,Ruleta Latinoamérica bet365,7,Preto,1672173530510,20:38:50,2022-12-27
1098,Ruleta Latinoamérica bet365,6,Ausencia Duzia 3,1672173530512,20:38:50,2022-12-27
1099,Ruleta Latinoamérica bet365,6,Par,1672173530513,20:38:50,2022-12-27
1100,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 3,1672173530543,20:38:50,2022-12-27
1101,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 2,1672173530547,20:38:50,2022-12-27
1102,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 1,1672173530548,20:38:50,2022-12-27
1103,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 1,1672173530549,20:38:50,2022-12-27
1104,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 2,1672173530550,20:38:50,2022-12-27
1105,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 1,1672173530551,20:38:50,2022-12-27
1106,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 2,1672173530552,20:38:50,2022-12-27
1107,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 3,1672173530552,20:38:50,2022-12-27
1108,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 1,1672173530553,20:38:50,2022-12-27
1109,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 1,1672173530555,20:38:50,2022-12-27
1110,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 3,1672173530556,20:38:50,2022-12-27
1111,Mega Fire Blaze Roulette Live,6,Preto,1672173530558,20:38:50,2022-12-27
1112,Mega Fire Blaze Roulette Live,8,Ausencia Coluna 1,1672173530560,20:38:50,2022-12-27
1113,Mega Fire Blaze Roulette Live,7,Ausencia Duzia 3,1672173530562,20:38:50,2022-12-27
1114,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 2,1672173530563,20:38:50,2022-12-27
1115,Mega Fire Blaze Roulette Live,7,Ausencia Duzia 1,1672173530565,20:38:50,2022-12-27
1116,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 3,1672173530566,20:38:50,2022-12-27
1117,Mega Fire Blaze Roulette Live,6,Impar,1672173530567,20:38:50,2022-12-27
1118,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 1,1672173530568,20:38:50,2022-12-27
1119,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 2,1672173530569,20:38:50,2022-12-27
1120,Mega Fire Blaze Roulette Live,8,Ausencia Coluna 2,1672173530569,20:38:50,2022-12-27
1121,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 1,1672173530571,20:38:50,2022-12-27
1122,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 3,1672173530573,20:38:50,2022-12-27
1123,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 1,1672173530578,20:38:50,2022-12-27
1124,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 2,1672173530577,20:38:50,2022-12-27
1125,Mega Fire Blaze Roulette Live,7,Ausencia Duzia 3,1672173530579,20:38:50,2022-12-27
1126,Mega Fire Blaze Roulette Live,8,Ausencia Coluna 1,1672173530581,20:38:50,2022-12-27
1127,Mega Fire Blaze Roulette Live,6,Preto,1672173530582,20:38:50,2022-12-27
1128,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 2,1672173530583,20:38:50,2022-12-27
1129,Mega Fire Blaze Roulette Live,8,Ausencia Coluna 1,1672173530584,20:38:50,2022-12-27
1130,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 3,1672173530585,20:38:50,2022-12-27
1131,Mega Fire Blaze Roulette Live,8,Ausencia Duzia 3,1672173530586,20:38:50,2022-12-27
1132,Mega Fire Blaze Roulette Live,10,Ausencia Coluna 2,1672173530586,20:38:50,2022-12-27
1133,Mega Fire Blaze Roulette Live,7,Preto,1672173530588,20:38:50,2022-12-27
1134,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 3,1672173530591,20:38:50,2022-12-27
1135,Mega Fire Blaze Roulette Live,6,Par,1672173530594,20:38:50,2022-12-27
1136,Quantum Roulette Live,6,Ausencia Coluna 3,1672173530620,20:38:50,2022-12-27
1137,Quantum Roulette Live,6,Ausencia Duzia 2,1672173530629,20:38:50,2022-12-27
1138,Quantum Roulette Live,6,Ausencia Coluna 1,1672173530630,20:38:50,2022-12-27
1139,Quantum Roulette Live,6,Ausencia Duzia 1,1672173530632,20:38:50,2022-12-27
1140,Quantum Roulette Live,6,Ausencia Coluna 2,1672173530633,20:38:50,2022-12-27
1141,Quantum Roulette Live,7,Ausencia Coluna 1,1672173530634,20:38:50,2022-12-27
1142,Quantum Roulette Live,6,Ausencia Coluna 2,1672173530635,20:38:50,2022-12-27
1143,Quantum Roulette Live,6,Ausencia Duzia 3,1672173530636,20:38:50,2022-12-27
1144,Quantum Roulette Live,6,Ausencia Duzia 1,1672173530636,20:38:50,2022-12-27
1145,Mega Fire Blaze Roulette Live,9,Ausencia Coluna 2,1672173530580,20:38:50,2022-12-27
1146,Quantum Roulette Live,6,Ausencia Coluna 3,1672173530639,20:38:50,2022-12-27
1147,Quantum Roulette Live,6,Ausencia Coluna 1,1672173530638,20:38:50,2022-12-27
1148,Quantum Roulette Live,6,Preto,1672173530641,20:38:50,2022-12-27
1149,Quantum Roulette Live,8,Ausencia Coluna 1,1672173530645,20:38:50,2022-12-27
1150,Quantum Roulette Live,7,Ausencia Duzia 3,1672173530646,20:38:50,2022-12-27
1151,Quantum Roulette Live,7,Ausencia Coluna 2,1672173530647,20:38:50,2022-12-27
1152,Quantum Roulette Live,7,Ausencia Duzia 1,1672173530648,20:38:50,2022-12-27
1153,Quantum Roulette Live,6,Ausencia Duzia 3,1672173530649,20:38:50,2022-12-27
1154,Quantum Roulette Live,6,Impar,1672173530650,20:38:50,2022-12-27
1155,Quantum Roulette Live,6,Ausencia Coluna 1,1672173530651,20:38:50,2022-12-27
1156,Quantum Roulette Live,6,Ausencia Coluna 2,1672173530651,20:38:50,2022-12-27
1157,Quantum Roulette Live,8,Ausencia Coluna 2,1672173530652,20:38:50,2022-12-27
1158,Quantum Roulette Live,7,Ausencia Coluna 1,1672173530653,20:38:50,2022-12-27
1159,Quantum Roulette Live,7,Ausencia Coluna 3,1672173530654,20:38:50,2022-12-27
1160,Quantum Roulette Live,6,Ausencia Coluna 2,1672173530656,20:38:50,2022-12-27
1161,Quantum Roulette Live,7,Ausencia Coluna 1,1672173530659,20:38:50,2022-12-27
1162,Quantum Roulette Live,7,Ausencia Duzia 3,1672173530662,20:38:50,2022-12-27
1163,Quantum Roulette Live,9,Ausencia Coluna 2,1672173530663,20:38:50,2022-12-27
1164,Quantum Roulette Live,8,Ausencia Coluna 1,1672173530664,20:38:50,2022-12-27
1165,Quantum Roulette Live,6,Preto,1672173530666,20:38:50,2022-12-27
1166,Quantum Roulette Live,7,Ausencia Coluna 2,1672173530667,20:38:50,2022-12-27
1167,Quantum Roulette Live,8,Ausencia Coluna 1,1672173530668,20:38:50,2022-12-27
1168,Quantum Roulette Live,6,Ausencia Duzia 3,1672173530668,20:38:50,2022-12-27
1169,Quantum Roulette Live,8,Ausencia Duzia 3,1672173530669,20:38:50,2022-12-27
1170,Quantum Roulette Live,10,Ausencia Coluna 2,1672173530670,20:38:50,2022-12-27
1171,Quantum Roulette Live,7,Preto,1672173530671,20:38:50,2022-12-27
1172,Quantum Roulette Live,6,Ausencia Duzia 3,1672173530672,20:38:50,2022-12-27
1173,Quantum Roulette Live,6,Par,1672173530675,20:38:50,2022-12-27
1174,bet365 Roulette,6,Ausencia Coluna 3,1672173530707,20:38:50,2022-12-27
1175,bet365 Roulette,6,Ausencia Duzia 2,1672173530714,20:38:50,2022-12-27
1176,bet365 Roulette,6,Ausencia Coluna 1,1672173530715,20:38:50,2022-12-27
1177,bet365 Roulette,6,Ausencia Coluna 2,1672173530717,20:38:50,2022-12-27
1178,bet365 Roulette,7,Ausencia Coluna 1,1672173530718,20:38:50,2022-12-27
1179,bet365 Roulette,6,Ausencia Duzia 1,1672173530716,20:38:50,2022-12-27
1180,bet365 Roulette,6,Ausencia Coluna 2,1672173530718,20:38:50,2022-12-27
1181,bet365 Roulette,6,Ausencia Duzia 1,1672173530719,20:38:50,2022-12-27
1182,bet365 Roulette,6,Ausencia Coluna 1,1672173530721,20:38:50,2022-12-27
1183,bet365 Roulette,6,Ausencia Duzia 3,1672173530719,20:38:50,2022-12-27
1184,bet365 Roulette,6,Ausencia Coluna 3,1672173530725,20:38:50,2022-12-27
1185,bet365 Roulette,6,Preto,1672173530728,20:38:50,2022-12-27
1186,bet365 Roulette,8,Ausencia Coluna 1,1672173530729,20:38:50,2022-12-27
1187,bet365 Roulette,7,Ausencia Duzia 3,1672173530730,20:38:50,2022-12-27
1188,bet365 Roulette,7,Ausencia Coluna 2,1672173530731,20:38:50,2022-12-27
1189,bet365 Roulette,7,Ausencia Duzia 1,1672173530732,20:38:50,2022-12-27
1190,bet365 Roulette,6,Ausencia Duzia 3,1672173530733,20:38:50,2022-12-27
1191,bet365 Roulette,6,Impar,1672173530733,20:38:50,2022-12-27
1192,bet365 Roulette,6,Ausencia Coluna 1,1672173530734,20:38:50,2022-12-27
1193,bet365 Roulette,8,Ausencia Coluna 2,1672173530736,20:38:50,2022-12-27
1194,bet365 Roulette,7,Ausencia Coluna 1,1672173530738,20:38:50,2022-12-27
1195,bet365 Roulette,7,Ausencia Coluna 3,1672173530739,20:38:50,2022-12-27
1196,bet365 Roulette,6,Ausencia Coluna 2,1672173530743,20:38:50,2022-12-27
1197,bet365 Roulette,7,Ausencia Coluna 1,1672173530745,20:38:50,2022-12-27
